,ligand,receptor,source,target,lr_means,cellphone_pvals,type_gene_A,type_gene_B,gene_A,gene_B,MeanLR
0,TIMP1,CD63,Fibroblast cell,Fibroblast cell,3.4200351,0.0,Ligand,Receptor,TIMP1,CD63,3.4200351
1,INS,INSR,Endocrine cell,Endothelial cell,3.4158525,0.0,Ligand,Receptor,INS,INSR,3.4158525
2,INS,INSR,Endocrine cell,Acinar cell,3.4070802,0.0,Ligand,Receptor,INS,INSR,3.4070802
3,PRSS1,F2RL3,Acinar cell,Endothelial cell,3.318835,0.0,Ligand,Receptor,PRSS1,F2RL3,3.318835
4,APP,CD74,Endothelial cell,Macrophage cell,3.2663004,0.0,Ligand,Receptor,APP,CD74,3.2663004
5,INS,INSR,Endocrine cell,Ductal cell type 1,3.2581327,0.0,Ligand,Receptor,INS,INSR,3.2581327
6,PRSS1,F2R,Acinar cell,Fibroblast cell,3.2083387,0.0,Ligand,Receptor,PRSS1,F2R,3.2083387
7,SPINK1,EGFR,Acinar cell,Ductal cell type 2,3.1878622,0.0,Ligand,Receptor,SPINK1,EGFR,3.1878622
8,TIMP1,CD63,Fibroblast cell,Stellate cell,3.1830263,0.0,Ligand,Receptor,TIMP1,CD63,3.1830263
9,INS,LILRB1,Endocrine cell,B cell,3.1674464,0.0,Ligand,Receptor,INS,LILRB1,3.1674464
10,APP,CD74,Ductal cell type 1,Macrophage cell,3.1463094,0.0,Ligand,Receptor,APP,CD74,3.1463094
11,INS,INSR,Endocrine cell,Ductal cell type 2,3.130074,0.0,Ligand,Receptor,INS,INSR,3.130074
12,INS,IGF1R,Endocrine cell,Ductal cell type 1,3.125564,0.0,Ligand,Receptor,INS,IGF1R,3.125564
13,B2M,CD3D,Macrophage cell,T cell,3.1156096,0.0,Ligand,Receptor,B2M,CD3D,3.1156096
14,APP,CD74,Endothelial cell,B cell,3.1136758,0.0,Ligand,Receptor,APP,CD74,3.1136758
15,INS,LILRB2,Endocrine cell,Macrophage cell,3.1126947,0.0,Ligand,Receptor,INS,LILRB2,3.1126947
16,INS,IGF1R,Endocrine cell,Ductal cell type 2,3.1113002,0.0,Ligand,Receptor,INS,IGF1R,3.1113002
17,INS,IGF1R,Endocrine cell,Fibroblast cell,3.1094928,0.0,Ligand,Receptor,INS,IGF1R,3.1094928
18,INS,INSR,Endocrine cell,Endocrine cell,3.1087086,0.0,Ligand,Receptor,INS,INSR,3.1087086
19,TIMP1,CD63,Stellate cell,Fibroblast cell,3.10422,0.0,Ligand,Receptor,TIMP1,CD63,3.10422
20,INS,INSR,Endocrine cell,T cell,3.0948923,0.0,Ligand,Receptor,INS,INSR,3.0948923
21,B2M,CD3D,T cell,T cell,3.0944889,0.0,Ligand,Receptor,B2M,CD3D,3.0944889
22,INS,IGF1R,Endocrine cell,Endocrine cell,3.091388,0.0,Ligand,Receptor,INS,IGF1R,3.091388
23,INS,IGF1R,Endocrine cell,Endothelial cell,3.0883253,0.0,Ligand,Receptor,INS,IGF1R,3.0883253
24,INS,INSR,Endocrine cell,Stellate cell,3.0862303,0.0,Ligand,Receptor,INS,INSR,3.0862303
25,INS,INSR,Endocrine cell,Macrophage cell,3.0813258,0.0,Ligand,Receptor,INS,INSR,3.0813258
26,INS,INSR,Endocrine cell,Fibroblast cell,3.0795898,0.0,Ligand,Receptor,INS,INSR,3.0795898
27,INS,IGF1R,Endocrine cell,Acinar cell,3.0775354,0.0,Ligand,Receptor,INS,IGF1R,3.0775354
28,INS,INSR,Endocrine cell,B cell,3.0753813,0.0,Ligand,Receptor,INS,INSR,3.0753813
29,TIMP1,CD63,Fibroblast cell,Ductal cell type 1,3.07098,0.0,Ligand,Receptor,TIMP1,CD63,3.07098
30,COL1A1,CD93,Fibroblast cell,Endothelial cell,3.0709798,0.0,Ligand,Receptor,COL1A1,CD93,3.0709798
31,TIMP1,CD63,Fibroblast cell,Macrophage cell,3.0700154,0.0,Ligand,Receptor,TIMP1,CD63,3.0700154
32,SPINK1,EGFR,Acinar cell,Ductal cell type 1,3.063036,0.0,Ligand,Receptor,SPINK1,EGFR,3.063036
33,TIMP1,CD63,Fibroblast cell,Endocrine cell,3.0519412,0.0,Ligand,Receptor,TIMP1,CD63,3.0519412
34,APP,CD74,Ductal cell type 2,Macrophage cell,3.0442224,0.0,Ligand,Receptor,APP,CD74,3.0442224
35,PRSS1,F2R,Acinar cell,Endothelial cell,3.042974,0.0,Ligand,Receptor,PRSS1,F2R,3.042974
36,TIMP1,CD63,Fibroblast cell,Endothelial cell,3.0388193,0.0,Ligand,Receptor,TIMP1,CD63,3.0388193
37,SPINK1,EGFR,Acinar cell,Fibroblast cell,3.034132,0.0,Ligand,Receptor,SPINK1,EGFR,3.034132
38,PRSS1,F2RL1,Acinar cell,Ductal cell type 1,3.0296044,0.0,Ligand,Receptor,PRSS1,F2RL1,3.0296044
39,COL1A2,CD93,Fibroblast cell,Endothelial cell,3.0206628,0.0,Ligand,Receptor,COL1A2,CD93,3.0206628
40,PRSS1,F2R,Acinar cell,Ductal cell type 2,3.0184913,0.0,Ligand,Receptor,PRSS1,F2R,3.0184913
41,SPINK1,EGFR,Acinar cell,Stellate cell,3.0050762,0.0,Ligand,Receptor,SPINK1,EGFR,3.0050762
42,SPINK1,EGFR,Acinar cell,Acinar cell,3.0009065,0.0,Ligand,Receptor,SPINK1,EGFR,3.0009065
43,B2M,CD3D,Endothelial cell,T cell,2.9949033,0.0,Ligand,Receptor,B2M,CD3D,2.9949033
44,APP,CD74,Ductal cell type 1,B cell,2.9936848,0.0,Ligand,Receptor,APP,CD74,2.9936848
45,SPINK1,EGFR,Acinar cell,B cell,2.9920976,0.0,Ligand,Receptor,SPINK1,EGFR,2.9920976
46,PRSS1,F2RL1,Acinar cell,Ductal cell type 2,2.9917862,0.0,Ligand,Receptor,PRSS1,F2RL1,2.9917862
47,B2M,CD3D,Stellate cell,T cell,2.9897132,0.0,Ligand,Receptor,B2M,CD3D,2.9897132
48,COL1A1,CD44,Fibroblast cell,Ductal cell type 1,2.9624705,0.0,Ligand,Receptor,COL1A1,CD44,2.9624705
49,APP,CD74,Fibroblast cell,Macrophage cell,2.960309,0.0,Ligand,Receptor,APP,CD74,2.960309
50,PRSS1,F2R,Acinar cell,Stellate cell,2.9525998,0.0,Ligand,Receptor,PRSS1,F2R,2.9525998
51,TIMP1,CD63,Fibroblast cell,Ductal cell type 2,2.9499416,0.0,Ligand,Receptor,TIMP1,CD63,2.9499416
52,PRSS1,PARD3,Acinar cell,Ductal cell type 1,2.9369376,0.0,Ligand,Receptor,PRSS1,PARD3,2.9369376
53,B2M,CD3D,Ductal cell type 1,T cell,2.933424,0.0,Ligand,Receptor,B2M,CD3D,2.933424
54,PRSS1,PARD3,Acinar cell,Ductal cell type 2,2.9306982,0.0,Ligand,Receptor,PRSS1,PARD3,2.9306982
55,SPP1,CD44,Ductal cell type 1,Ductal cell type 1,2.9247956,0.0,Ligand,Receptor,SPP1,CD44,2.9247956
56,PRSS1,F2R,Acinar cell,T cell,2.922098,0.0,Ligand,Receptor,PRSS1,F2R,2.922098
57,COL1A2,CD44,Fibroblast cell,Ductal cell type 1,2.9121532,0.0,Ligand,Receptor,COL1A2,CD44,2.9121532
58,PRSS1,F2RL1,Acinar cell,Acinar cell,2.9062982,0.0,Ligand,Receptor,PRSS1,F2RL1,2.9062982
59,PRSS1,F2R,Acinar cell,Acinar cell,2.9049983,0.0,Ligand,Receptor,PRSS1,F2R,2.9049983
60,PRSS1,PARD3,Acinar cell,Fibroblast cell,2.9045424,0.0,Ligand,Receptor,PRSS1,PARD3,2.9045424
